code,product_name,image_front_url,last_modified_t
7891000369371,Chocolate Ao Leite Crunch Pacote 80g,https://images.openfoodfacts.net/images/products/789/100/036/9371/front_pt.7.400.jpg,2023-10-26 10:28:26
